MATERIAL	DESCRIÇÃO DO MATERIAL	Tipo de Material
5205	PLACA DE AÇO CARBONO 1440X350MM SEM PINTURA PARA MONTAGEM	OUTROS
5207	PLACA DE ALUMINIO 100X650MM SEM PINTURA	OUTROS
5208	PLACA DE AÇO CARBONO 1390X500MM SEM PINTURA	OUTROS
5209	TERMINAL PARA BATERIA DE CAMINHÃO COM CHAVE	OUTROS
5210	PARAFUSO PARA BUCHA NYLON S-7	OUTROS
5211	CABO UTP CAT5E CMX AZ 305M	OUTROS
5212	TRANSFORMADOR DE CORRENTE INTERNO 15KV 100-5A	OUTROS
5213	TRANSFORMADOR DE CORRENTE INTERNO 15 KV 40/5A	OUTROS
5214	TRANSFORMADOR DE CORRENTE INTERNO 15KV 150/5A	OUTROS
5215	TRANSFORMADOR DE CORRENTE INTERNO 15KV 400/5A	OUTROS
5216	TRANSFORMADOR DE CORRENTE INTERNO 0,6KV 200/5A	OUTROS
5217	TRANSFORMADOR DE CORRENTE INTERNO 15KV 5/5A	OUTROS
5218	TRANSFORMADOR DE CORRENTE INTERNO 72,5 C6 50X100X200 5A	OUTROS
5219	TRANSFORMADOR DE CORRENTE INTERNO 15KV 75/5A 0,3FTI,5 D11102.5	OUTROS
5220	TRANSFORMADOR DE CORRENTE INTERNO 15KV 10/5A	OUTROS
5221	RELE FOTOELETRICO S/ NF1000W 220V CZ (RM10V)	OUTROS
5222	REAT V SOD/MET EXT AFP 250W 220V	OUTROS
5223	BASE P/ RELÉ FOTOELETRICO FIXA 100 240V	OUTROS
5224	PAPEL PLOTTER 61X50 75G	OUTROS
5225	MEDIDOR BIFASICO	OUTROS
5226	MEDIDOR TRIFASICO	OUTROS
5227	MEDIDOR MONOFASICO	OUTROS
5228	PADRÃO DE WATT-HORA MODELO RM-10	OUTROS
5230	MOLHA DEDOS 12GR MAGIC RADEX	ESCRITÓRIO
5231	FLANELA 30X50	OUTROS
5233	MARCADOR PARA CD E DVD, TIPO 2.0, MODELO AZ	OUTROS
5234	REGISTRADOR AZ FRAMA OFICIO LARGO	OUTROS
5235	ALMOFADA CARIMBO No4 AZ RADEZ	ESCRITÓRIO
5236	WEB CAM 1.3MP, MODELO GT 1200	OUTROS
5237	FONE GT F50 BASICO	OUTROS
5238	LUVA DE BORRACHA CLASSE 0 TIPO I TAMANHO 10"	EPI
5241	TRANSFORMADOR DE CORRENTE INTERNO 15KV 200/5A	OUTROS
5242	SENSOR INDUTIVO CC PNP	OUTROS
5243	TRANSFORMADOR DE CORRENTE INTERNO 0,6 KV 400/5A	OUTROS
5244	DESODOR AEROSOL 360ML	OUTROS
5245	ETIQUETA CARTA COM 100 FOLHAS	OUTROS
5248	SWITCH 24 PORTAS 10/100	OUTROS
5249	CAPA DO LINE	OUTROS
5250	CAPA DO CESTO (LINER) AÉREO GRANDE	OUTROS
5252	RESISTORES	OUTROS
5253	GERADOR DE ENERGIA ELÉTRICA	OUTROS
5254	NOTEBOOK HP PAVILION G4-1340BR	OUTROS
5255	POLICABORNATO TEXTURIZADO	OUTROS
5257	FITA ADEVISA MAXIPOLY 48 MM X 100 M TR/SI	OUTROS
5258	FITILHO COMUM	OUTROS
5261	MADEIRA EM VIGA DE MAÇARAMDUBA 2,3X0,1X0,03M	OUTROS
5264	ACESSORIOS DE PAPELAO ONDULADO	OUTROS
5265	ALICATE AMPERIMETRO DIGITAL 0-10AAc, 05% IDT 2000	FERRAMENTAL
5266	PAPEL TOALHA BCO 2D	OUTROS
5268	LIMPADOR MULTI USO 5L SKYLIMP	OUTROS
5269	DISCO 3M TININDO PRETO REMOVEDOR	OUTROS
5270	VASSOURÃO PREFEITURA NYLON 60CM	OUTROS
5273	BALANÇA AS1000 MARTE	OUTROS
5274	ESCADA DE REDE	OUTROS
5275	CONJ MED EMB MFB-04G 120V/60 HZ C/ ELO 5 INT BIDIRECIONAL	OUTROS
5276	CONJ MED POLIC TP/TC 2EL	OUTROS
5277	CONJ MED POLIM TP/TC 3EL	OUTROS
5278	BALANÇA NAVARRO MOD. BGB/3 - 200KG x100G G111100568	OUTROS
5279	CONJ MED POLIM TP/TC 8/8A	OUTROS
5280	BLACK BERRY 9300 PIT SMARTPHONE CINZA BSCO	OUTROS
5281	CAIXAS COM DIVISÓRIAS PARA MEDIDORES MONOFÁSICOS	OUTROS
5282	CAIXAS COM DIVISÓRIAS PARA MEDIDORES TRIFÁSICOS	OUTROS
5284	CAPACETE ABA FRONTAL CLASSE B	EPI
5286	CAPACETE V-GRAN ABA TOTAL MARCA MSA BRANCO	EPI
5287	VARA DE MANOBRA SECCIONAVEL C/06 ELEM	FERRAMENTAL
5288	VARA DE MANOBRA TELESC 4 ELEM	FERRAMENTAL
5289	VARA MANOBRA SECC. 4 ELEMENTOS	FERRAMENTAL
5290	CAPTOR DE DADOS TP800 HHU-DISPOSITIVO P/PROGP	OUTROS
5291	VARA ,MANOBRA,TELESCOPIA,6 ELEM	FERRAMENTAL
5292	TALABARTE CORDA 5/8 1,8MT C/AJUSTEADOR	EPI
5293	CAVALETE EM AÇO 1200MM	OUTROS
5294	BALDE C/ ESPREMEDOR 33LC/ DIVISORIA CERTEC	OUTROS
5295	TC DE MEDIÇAO CLASSE 72KV	OUTROS
5296	TC, EXT, 72.5 KV, 50/100/200-5A, FAT, ESES, FPM	OUTROS
5297	SIEMENS DISJ TRIP 5SX1 380-1 80A	OUTROS
5298	REFIL MOP UMIDO	OUTROS
5299	CONJUNTO MONTAGEM INICIAL BASE ELET.POLIF.CRONOS 7023-C 15(120)A	OUTROS
5300	SUPORTE PARA MÓDULO RF	OUTROS
5301	PADRAO DE ENERGIA MONOFÁSICO SMS 1000A CLASSE 05	OUTROS
5302	CONJ MONT.INICIAL BASE ELET.BIFAS.CRONOS 6003 15(120)A 240V	OUTROS
5303	PADRAO DE ENERGIA TRIFASICO MARCA SMS 2000A CLAS0,05	OUTROS
5304	CONJ MONT.INICIAL BASE ELET.TRIFAS.CRONOS 6003 15(120)A 240V	OUTROS
5305	PADRAO DE MEDIÇAO DE ENERGIA ELETRICA CLASSE 001,RADIAN	OUTROS
5306	MULTIMETRO DIGITAL ET-2042C MINIPA	FERRAMENTAL
5307	DETECTOR DE ALTA VOLTAGEM - BUZINA DE ALTO NIVEL SONORO. LED	OUTROS
5308	MULTIMETRO DIGITAL ET-2517 MINIPA	FERRAMENTAL
5309	CHAVE CATRACA  ISOLAÇÃO 1000V	FERRAMENTAL
5310	DETECTOR DE TENSÃO 1A	EPC
5311	MODULO MED CORTE/RELIGAÇAO 240V 15-100A	OUTROS
5312	DETECTOR DE TENSÃO POR CAMPO	EPC
5313	MEDIDOR ENERGIA ATIVA POLIFASICO 240 V15 A120 A	OUTROS
5314	HASTE P/ MOP UMIDO EURO C/ CABO ALUMINIO	OUTROS
5315	DINAMOMETRO 100KGF AR-100 CROW AR 100	OUTROS
5316	H1990/ST-138 DETECTOR DE TENSÃO POR APROXIMAÇÃO 1KV A 138KV	EPC
5317	LAMPADA FLUOR 40W T-10 FIA 127-RI	OUTROS
5319	REATOR ELÉTRICO PG-2X40 AF3OPP BIV MARGIRIUS	OUTROS
5321	CHAVE DE FENDA ISOLAÇÃO 1000V  3X100	FERRAMENTAL
5322	CHAVE ALLEN ISOLAÇÃO 1000V  2,5X100	FERRAMENTAL
5323	CHAVE ALLEN ISOLAÇÃO 1000V  3X100	FERRAMENTAL
5324	CHAVE ALLEN ISOLAÇÃO 1000V 4X150	FERRAMENTAL
5325	CHAVE ALLEN ISOLAÇÃO 1000V  5X150	FERRAMENTAL
5326	CHAVE ALLEN ISOLAÇÃO 1000V  6X150	FERRAMENTAL
5327	CHAVE ALLEN ISOLAÇÃO 1000V 7X150	FERRAMENTAL
5328	INTERRUPTOR LIZ/LUX2 SIMPLES	OUTROS
5329	ISOFLOCOS	OUTROS
5330	MULTIMETRO DIGITAL PORTATIL ITMD - 340	FERRAMENTAL
5331	TERMOMETRO DIGITAL INFRAVERMELHO ITTI - 860	OUTROS
5332	MOLA PORTA HIDRA MA200-2	OUTROS
5333	JOGO DE FERRAMENTAS REF. VDE 1001 GEDORE	FERRAMENTAL
5334	ADESIVO SIL FLEXOTE INC ACETIC 280G ALBA	OUTROS
5336	LUVA DE ALGODAO C/ PIGMENTOS 340P/4/GD	EPI
5337	LIZFLEX CAIXA+TAMPA	OUTROS
5338	LUVA DE PELICA	EPI
5339	VOLTIMETRO DIGITAL	OUTROS
5340	LOADBUSTER, ABERT CHAVE 15KV, SOB CARGA	FERRAMENTAL
5341	VARA MANOBRA RITZGLAS CABECOTE SUP. UNIV. MOD. CS-U VMR15/BL	FERRAMENTAL
5342	TERROMETRO DIGITAL MTR-1520D MINIPA	OUTROS
5343	TERMOHIGROMETRO DIGITAL MT 241 MINIPA	OUTROS
5344	PADRAO DE TRABALHO TRIFASICO MARCA SCHLUMBERGER MOD SM 3050	OUTROS
5345	CABO CONTROLE BLIND 9X1,5MM 70 C1KV	OUTROS
5346	PAQUIMETRO DIGITAL	OUTROS
5348	PONTA DE ALTA TENSAO DE 28kv AC HV-40A	EPC
5349	PAQUIMETRO DIGITAL DE 15CM (COM ROLDANA)	OUTROS
5350	PLACA GERADORA	OUTROS
5352	PONTA DE PROVA ESPECIAL PARA HI-POT	OUTROS
5354	CAIXA VAZIA BOTOE.1 BOTAO 75X75X57 S Q1K	OUTROS
5355	BLOCO DE CONTATO NF S-LPL41	OUTROS
5356	BLOCO DE CONTATO NA S-LPL42	OUTROS
5358	MICRO COMPUTADOR EDGE72 SFF/ CORE I3- 2130/4G/ITB/W8PRO	OUTROS
5359	MONITOR LENOVO TFT 18 5 LS1921 WIDE	OUTROS
5360	TABLET GENESIS 7250 C/ 3G INTEGRADO TELA 7"	OUTROS
5365	NOTEBOOK HP 1000 - 1240BR 1323 PN:CIC23LA#AC4 SYSTW8 4GB 500GB DVFRW	OUTROS
5366	CARTAO PVC 86 X 54 0,76 MM ESPECIAL	OUTROS
5367	HD EXTERNO USB 2TB	OUTROS
5368	TORNO BANC N.6 PROF	OUTROS
5369	MEDIDOR 8600C - 232/485 ETH 1A	OUTROS
5370	3 INTERRUPTORES SIMPLES 10A/250V ELEGANCE	OUTROS
5371	PLACA 4X2 1 MODULO C/SUPORTE	OUTROS
5372	TOMADA PADRÃO 2P+T 20A/250V	OUTROS
5373	TÊ DE REDUÇÃO SOLDAVEL DE 32X25 MM (TIGRE)	OUTROS
5374	BUCHA DE REDUÇÃO CURTA SOLDAVEL EM PVC DE 25X20 MM TIGRE	OUTROS
5375	CAIXA 5 ENTRADA CONDULETE TOP	OUTROS
5376	DISJUNTOR DR QUADRIPOLAR 63 AMPERES.	OUTROS
5377	CAP SOLDAVEL	OUTROS
5378	CAP SOLDAVEL 20 MM	OUTROS
5379	CAP SOLDAVEL DE 32MM	OUTROS
5380	ADAPTADOR SOLDAVEL CURTO 25X4/4	OUTROS
5381	TÊ SOLDAVEL 25MM	OUTROS
5382	PLUG ROSCAVEL	OUTROS
5383	REGISTRO DE GAVETA	OUTROS
5384	BUCHA DE REDUÇÃO SOLDAVEL LONGA	OUTROS
5385	ADAPTADOR SOLDAVEL	OUTROS
5386	TÊ SOLDAVEL 32MM	OUTROS
5387	JOELHO DE 32MM	OUTROS
5388	LAVADORA ALFAMAT ELETRICA 510MM INSTALOR	OUTROS
5389	TUBO SOLDAVEL 32MM	OUTROS
5390	ADESIVO BISNAGA 75GR.	OUTROS
5391	MODULO INTERRUPTOR SIMPLES.	OUTROS
5392	PLACA 4"X2" 3 MODULOS COM SUPORTE.	OUTROS
5393	CONECTOR HASTE TERRA 5/8	OUTROS
5394	ELETRODUTO CONDULETE TOP3/4(TIGRE).	OUTROS
5395	BRAÇADEIRA CONDULETE TOP.	OUTROS
5396	SENSOR DE PRESENÇA	OUTROS
5397	CURVA ELETRODUTO.	OUTROS
5398	LUVA ELETRODUTO.	OUTROS
5399	KIT TAMPA VED INSTALAÇÃO 1318	OUTROS
5400	LUMINARIA DE EMERGENCIA	OUTROS
5401	TUBO SOLDAVEL 25MM	OUTROS
5402	REGISTRO DE ESFERA SOLDAVEL 25MM	OUTROS
5403	JOELHO DE 25 MM	OUTROS
5404	TORNEIRA PIA LONGA 15 CM	OUTROS
5405	FITA ISOLANTE 33+	OUTROS
5406	CABO FLEXIVEL 4.0MM	OUTROS
5407	CABO FLEXIVEL 2.5MM	OUTROS
5408	CABO FLEXIVEL 1.5MM	OUTROS
5409	CABO FLEXIVEL 6MM	OUTROS
5410	DISJUNTOR BIPOLAR INDUSTRIAL	OUTROS
5411	TAMPA LACRE CONEXÃO MTCO 1390	OUTROS
5412	DISJUNTOR BIPOLAR 40 AMPERES	OUTROS
5413	DISJUNTOR BIPOLAR 10 AMPERES	OUTROS
5414	DISJUNTOR BIPOLAR 16 AMPERES	OUTROS
5415	DISJUNTOR TRIPOLAR 63 AMPERES	OUTROS
5416	PRENSA-CABO ROSQUEADO BSP DE 1.1/4" LP+P3X10 MULTIVIAS	OUTROS
5420	ALICATE AMPERÍMETRO	FERRAMENTAL
5421	RÁDIO TALK ABOUT MOTOROLA T5025 WALK TALK	OUTROS
5422	PROTETOR SURTO VCL 275V 8KA NEMA	OUTROS
5423	ABRAÇADEIRA NYLON 100X2, 45MM NT	OUTROS
5424	RELE ENCAIXE 110V 2REV T2RA3	OUTROS
5425	CABO FLEX 1,5MM VD/AM 750V 106	OUTROS
5426	SOQUETE 8 PINOS PARAFUSO T8	OUTROS
5427	JORNAL CAM.COM.VOCÊ	OUTROS
5428	BATENTE DE PORTA - DIVISÓRIA	OUTROS
5429	PLACA DE DIVISÓRIA EUCATEX - COR AZUL	OUTROS
5430	GUIA FUNDA DE AÇO NAVAL	OUTROS
5431	LICENÇA ANTIVIRUS ENTERPRISE SECURITY	OUTROS
5432	CONTATOR SIEMENS	OUTROS
5433	MOCHILA NYLON CVR600 TARGUS	OUTROS
5435	VENT PAREDE VENTISOL 60 CM PRETO	OUTROS
5436	MEDIDOR ION 8600 10MB FT21-9 CABO 5A AUX65-120VAC 60HZ ETH	OUTROS
5437	MEDIDOR ION 8800 BASICO 5MB 60HZ ETH IRIG-B 3ED (20-56VDC/AC) - FUNÇÃO: M8800C2C0B6E0D0A	OUTROS
5438	MEDIDOR ION 8600 10MB FT21-9 PAINEL 5A RS232/485 ETH SD ED	OUTROS
5439	LACRE DE SEGURANÇA PLÁSTICO FAST LOCK 5 - INCOLOR	OUTROS
5441	MEDIDOR DIVERSOS TIPOS ENEL	OUTROS
5442	MEDIDOR ION 8600C 2MB FT21-9 PAINEL 5A ED SD - P8600C4C0H6E1B0A	OUTROS
5443	MEDIDOR ION 8600C 2MB FT21-9 PAINEL 1A ETH - P8600C4E0H6E1A0A	OUTROS
5445	MEDIDOR ION 8600C 2MB FT21-9 PAINEL 5A ED SD - P8600C4C0H6E1B0A	OUTROS
5446	MEDIDOR ION 8600C 2MB FT21-9 PAINEL 1A ETH - P8600C4E0H6E1A0A	OUTROS
5447	UNID EVAP 36K BTUS TETO SPACE CARRIER	OUTROS
5448	UNIDADE COND 36K BTUS CASSETE CARRIER 220V	OUTROS
5449	UNIDADE EVAPORADORA 18 KBTUS HI WALL SPRINGER	OUTROS
5450	UNIDADE CONDENSADORA 18 KBTUS FR SPRINGER	OUTROS
5451	COMPRESSOR 18 KBTUS RECCHI ROT 220V	OUTROS
5452	GAS R22 13.6 KG	OUTROS
5453	FORNO MICRO-ONDAS 18 L, 110V, COR BRANCA MOD. MEF28	OUTROS
5454	BORNE DE FASE DO MÓDULO DE MEDIDA MOD. DDS03AEB	OUTROS
5457	COMPRESSOR SANYO 36000 BTUS C-SB233H3B 220V	OUTROS
5458	TRAVESSAS DFE AÇO NAVAL - TAMANHO 03M	OUTROS
5459	PARAFUSOS S/6	OUTROS
5460	CAIXA DE REBITE(PRETO)	OUTROS
5461	ETIQUETA PAINEL NAMEPLATE 5A SWITCHBOARD	OUTROS
5462	ETIQUETA PAINEL NAMEPLATE 1A SOCKET	OUTROS
5463	ETIQUETA PAINEL NAMEPLATE 1A SWITCHBOARD	OUTROS
5464	ETIQUETA PAINEL NAMEPLATE 5A SOCKET	OUTROS
5465	ETIQUETA PAINEL NAMEPLATE 1A/5A SOCKET	OUTROS
5467	PARAFUSO MADEIRA 4,2 X 25	OUTROS
5468	COMPENSADO PINHO COLA NAVAL	OUTROS
5470	CAPA DA LANÇA 3,20M GRANDE	OUTROS
5471	CAPA DA LANÇA 2,54M MÉDIA	OUTROS
5472	CAPA DA LANÇA 1,95M PEQUENA	OUTROS
5473	MULTIMETRO DIGITAL PORTÁTIL MOD.115 FLUKE	FERRAMENTAL
5474	MULTIMETRO DIGITAL BANCADA MOD. 8846A  MARCA FLUKE	FERRAMENTAL
5475	MULTICALIBRADOR MOD.5500A 120	OUTROS
5476	MADEIRA EM VIGA DE MAÇARAMDUBA 07X0,08X0,03M	OUTROS
5477	MADEIRA EM VIGA DE MAÇARAMDUBA 0,9X0,075X0,075M	OUTROS
5478	MADEIRA EM VIGA DE MAÇARAMDUBA 2,0X0,1X0,03M	OUTROS
5479	MADEIRA EM VIGA DE MAÇARAMDUBA 1,2X0,075X0,075M	OUTROS
5480	CONJUNTO DE MEDIÇÃO POLIM TP/TC 400 - 200/5A	OUTROS
5481	RODO DIFRANCIS BORRACHAS DUPLA 30CM	OUTROS
5482	VASSOURA NYLON DIFRANCIS DIKASA 20CM	OUTROS
5483	PANO DE CHAO 35X35CM	OUTROS
5487	MEDIDOR ION 8500E  FUNÇÃO:P8500E0C0H6E0A0A	OUTROS
5489	CAPACITOR ELETROLITICO 560MICROF 400V	OUTROS
5490	EMBALAGEM DE PAPELAO CONJ 1	OUTROS
5492	CONDULETE "C" 3/4" S/ ROSCA	OUTROS
5493	PLACA P/ CONDULETE 1/2"-3/4" P/1 TOMADA	OUTROS
5494	TOMADA S/ PLACA PADRAO BRAS. 10A PRETA	OUTROS
5495	PNEU 215/75R 17.5 MEIA VIDA PIRELLI 4009	OUTROS
5502	PLUG MACHO 5 CONTATOS	OUTROS
5503	ALIVIADOR DE FLEXÃO	OUTROS
5508	VAPORIZADOR DES COLONIA BRANCO	OUTROS
5514	CARTÃO PVC 86 X 54 0,76 MM ESPECIAL	OUTROS
5519	PROTETOR DE CARTER FIAT	OUTROS
5520	COMPENSADO DE MADEIRA 10MM	OUTROS
5521	ETQ CARTA C/100F 25,4X66,7 PIMACO 6180	OUTROS
5522	MEDIDOR ION 8650 32MB 1-5A AUX 65-120VAC 60HZ ETH IRIG-B	OUTROS
5523	ACOPLADOR INDUTIVO CODIFICADOR DE DADOS PLC LCG07A	OUTROS
5524	ACOPLADOR INDUTIVO CODIFICADOR DE DADOS PLC LCG08A	OUTROS
5525	ALICATE REBITADOR (POP) TIPO ALAVANCA 18'	FERRAMENTAL
5529	BROCA DE VIDEA 5/16	OUTROS
5530	BROCA DE AÇO 5/16	OUTROS
5534	MEDIDOR ELETRONICO TRIFASICO 2,5-10A	OUTROS
5535	ANALISADOR DE DESVIO DE REGISTRO - MODELO ADR M200	OUTROS
5536	CAIXA BOTOEIRA 22MM MURAIS VAZIA BMX101 1 FURO	OUTROS
5537	ADAPTADOR PARA CONDULETE 3/4"	OUTROS
5538	MULTIMETRO ANALOGICO MINIPA ET- 2022B	FERRAMENTAL
5540	ULTRA.14 LENOVO S400U PT	OUTROS
5541	ETIQUETA NÚMERO RELATÓRIO 33X43MM - 05 CORES	OUTROS
5542	ABRACADEIRA TIGRE FECHADA DE 3/4 TOP	OUTROS
5543	BLOCO DE CONTATO ZBE102	OUTROS
5544	BLOCO DE CONTATO ZBE101	OUTROS
5545	TARTARUGA PVC VERMELHA COM ACRILICO	OUTROS
5546	SUPORTE PARA MONTAGEM ZB5AZ009	OUTROS
5547	CORPO PARA BOTÃO LUMINOSO QUADRADO	OUTROS
5548	TAMPA CEGA CONDTOP	OUTROS
5549	CAIXA DE PASSAGEM CP-300	OUTROS
5550	TRANSFORMADOR DE CORRENTE 15kV 50/5A	OUTROS
5551	MINI CONTADOR AUX K110V 60HZ 2NA+2NF	OUTROS
5552	MEDIDOR ION 8600 10,B FT21-9 CABO 5A AUX65-120VAC 60HZ ETH	OUTROS
5553	MEDIDOR ION 8600C 2MB FT21-9 PAINEL 1A ETH	OUTROS
5554	MEDIDOR  ION 8600C 2MB FT21-9 PAINEL 5A ED SD	OUTROS
5555	MEDIDOR ION 8650 128MB 1-5A AUX 65-120VAC 60HZ ETH IRIG-B	OUTROS
5556	MEDIDOR ION 8600 2MB 1A AUX 65-120VAC 60HZ RS232/485 ETH	OUTROS
5557	MEDIDOR 7650 5MB 512 ETH	OUTROS
5558	MEDIDOR ION 8650 32MB 1-5A AUX 65-120VAC 60 HZ ETH IRIG-B	OUTROS
5559	MEDIDOR ION 8600 10MB 5A AUX 65-120VAC 60HZ RS232/485 ETH IRIG-B	OUTROS
5560	MEDIDOR 7650 10MB 2024 ETH	OUTROS
5561	MEDIDOR ION 8600 4MB FT21-9 CABO 5A AUX 60HZ RS232/485 ETH	OUTROS
5562	PARABRISA DEGRADE MERCEDEZ 709	OUTROS
5563	MOUSE PAD APOIO GEL PRETO	OUTROS
5564	ADESIVO IND INSTANTANEO TEK BOND 20G	OUTROS
5565	ETIQUETA LASER 6085 (279,4X215,9MM) PCT C/10 - PIMACO	OUTROS
5566	MEDIDOR 7650 10MB 1024 ETH	OUTROS
5886	ROUPEIRO EM AÇO COM 16 PORTAS PQ COM PITÃO PARA CADEADO NA COR CINZA	OUTROS
5881	TERMINAL MECANICO 25 MM	OUTROS
5882	CONECTOR MECANICO 50 MM	OUTROS
5883	PONTEIRA 50MM 2TON POLISTER VERMELHA, GANCHO UNIVERSAL 0,30 MT	OUTROS
5879	COMPRESSOR 36000 3 TR SCROLL 220V 1F R-22 SANYO	OUTROS
5872	ELETRODO 01	OUTROS
5862	ELETRODO 02	OUTROS
5863	BUCHA 01	OUTROS
5864	BUCHA 02	OUTROS
5865	BUCHA 03	OUTROS
5866	BUCHA 04	OUTROS
5569	RADIO HHU	OUTROS
5800	CONECTOR DE PASSAGEM 16MM CINZA	OUTROS
5596	GONZO 5/8	OUTROS
3368	HD EXTERNO 2 TB USB (CÓD.DESATIVADO)	OUTROS
3526	PARAFUSO ROSCA MÁQUINA 1/4X1/2	OUTROS
3555	LÂMPADA ELET. FLUORESCENTE 15 W X 110V BRANCA	OUTROS
5586	BLOCO DE APR C/ 50 FOLHAS OFFSET 56 GR FRENTE E VERSO	OUTROS
5597	ELETRODO OK 46.00-2,5	OUTROS
5601	CANTONEIRA 1X1/8	OUTROS
5626	BOMBA DE SUCÇÃO 3/4''	OUTROS
5642	FONTE HP 18.5V 3.5A 65W	OUTROS
5643	MEMÓRIA 2GB 800MHZ DDR2	OUTROS
5656	ETIQUETA PAINEL NAMEPLATE 1(10)A	OUTROS
5672	LIXEIRA NA COR AZUL ESCURO COM LOGO BRANCA	OUTROS
5674	BLOQUEADOR DE AR 1''	OUTROS
5716	LACRE -TRANK 4 S/RABICHO C/ARAME INCOLOR S/ACREDITAÇÃO	OUTROS
5764	BARRA CHATA 5/8X1/8	OUTROS
5766	METALON 70X70X2,0	OUTROS
5767	CHAPA EXPANDIDA 75X38X1/8 (2X1)	OUTROS
5768	METALON 50X30X18	OUTROS
5769	DISCO DE CORTE NORTON 4 1/2 1MM INOX	OUTROS
5770	DISCO DE DESBASTE NORTON 4 1/2	OUTROS
5771	MANTA DE BORRACHA DE 9,5MM	EPC
5786	COLETOR DE DADOS BIOMETRICO	OUTROS
5928	CAIXA D'ÁGUA 5000 LT EM POLIETILENO	OUTROS
5933	BOMBA AUTOASPIRANTE 1 CV MONOFÁSICO 110/220 VOLTS	OUTROS
5953	MASSA PVA	OUTROS
6143	WINDOWS 8.1 PRO 32/64BIT BRAZILIAN FPP DVD-FQC-07325	OUTROS
6157	MULTÍMETRO DIGITAL ET-2801	FERRAMENTAL
6171	ACCESS POINT CISCO WIRELESS N WITH POE WAP 121-A-K9	OUTROS
6184	SUPORTE DE ACRÍLICO PRETO	OUTROS
6187	AR CONDICIONADO SPLIT HW CARRIER XPOWER 18000 220V 	OUTROS
6194	FAROL DIANTEIRO LADO ESQUERDO - MARCA IVECO - MODELO 55C17	OUTROS
6197	PROJETOR EPSON POWERLITE S18+ 3LCD 3000LUME	OUTROS
6230	BATERIA PARA NOTEBOOK HP G42	OUTROS
6249	IMPRESSORA LASER HP PRO COLOR CP1025	OUTROS
6262	FONTE HP 19V 4.74AH	OUTROS
6373	NOBREAK 3000VA BIVOLT POWER VISION II SMS	OUTROS
6402	TERMOMETRO INFRAVERMELHO	OUTROS
6421	OSCILOSCOPIO TEKTRONIX TDS1052B	OUTROS
6295	TUBO TERMORETRATIL DE 3/4 COR PRETA COM ADESIVO	OUTROS
6643	HD EXTERNO PORTÁTIL 3TB USB 3.0	OUTROS
6770	NOTEBOOK HP 2 X 1 - 612 (TABLET)	OUTROS
6977	NOTEBOOK DELL i5 14", 1TB, 4GB	OUTROS
7143	AR-CONDICIONADO SPLIT PISO TETO 36.000BTS-220V	OUTROS
7168	GERADOR FOTOVOLTAICO	OUTROS
7189	LIXEIRA 100 LITROS	OUTROS
7063	SCANNER  IX 500-IX1500 FUJITSU	OUTROS
7305	OFFICE 2016 PRO BR C/ ACCESS	OUTROS
7306	WINDOWS 10 PRO BR OPEN	OUTROS
7307	OFFICE 2016 PRO BR (SEM ACCESS)	OUTROS
7308	OFFICE 365 E3 (SEM ACCESS)	OUTROS
7340	SWITCH 48 PORTAS GIGABIT-CISCO	OUTROS
7084	IMPRESSORA TANQUE DE TINTA ECOTANK L475 EPSON	OUTROS
7355	PALETEIRA MANUAL 2000KG YA55-PT	OUTROS
7416	NORMA ABNT NBR ISO 9001:2015 - SISTEMAS DE GESTÃO DA QUALIDADE-REQUISITOS	OUTROS
7417	NORMA BS OHSAS 18001:2007-SISTEMAS DE GESTÃO DA SAÚDE E SEG. OCUP.-REQUISITOS	OUTROS
7439	NORMA ABNT NBR ISO/IEC 17025:2017-REQUIS.GERAIS P/COMP.DE LABOR.ENSAIO E CALIBRAÇÃO	OUTROS
7634	RELÓGIO DE PONTO BIOMÉTRICO HENRY PRISMA	OUTROS
7635	BOBINA TÉRMICA P/ REP 57MM X 300M (RELÓGIO DE PONTO)	OUTROS
5906	PASSADEIRA VULCAN BUS PRETO	OUTROS
7640	CURVIM BRANCO	OUTROS
7651	MULTÍMETRO DIGITAL DE BANCADA	FERRAMENTAL
7668	NO BREAK NHS LASER SENOIDAL GII 5000VA	OUTROS
7700	NOTEBOOK POSITIVO MOTION Q232A	OUTROS
7816	CÂMERA BULLET	OUTROS
7817	CONTROLADOR DE ACESSO BIOMÉTRICO CITROX CX-7004	OUTROS
7940	CANUDO ALUMINIO E ESCOVA DE LIMPEZA - VERDE	OUTROS
7941	CANUDO ALUMINIO E ESCOVA DE LIMPEZA - AZUL	OUTROS
7942	CANUDO ALUMINIO E ESCOVA DE LIMPEZA - LARANJA	OUTROS
7957	NORMA TÉCNICA ABNT / ASTM D1048:2019	OUTROS
7958	NORMA TÉCNICA ABNT NBR IEC 60060-1:2013	OUTROS
7899	PLACA LISA DE ALUMÍNIO DE 2MM X 900MM X 300MM	OUTROS
7900	PLACA LISA DE ALUMÍNIO DE 2MM X 720MM X 230MM	OUTROS
7963	NORMA ISO 45001	OUTROS
7876	CANECA EM ALUMÍNIO 350 ML	OUTROS
7997	CAMISA MALHA AZUL MESCLA 100% ALG."3C" TAM.P	OUTROS
8005	CAMISA POLO FEMININA ADM TAM.P	OUTROS
8006	CAMISA POLO FEMININA ADM TAM.M	OUTROS
8007	CAMISA POLO FEMININA ADM TAM.G	OUTROS
