PRODUTO	Endereço	Material	Texto breve material	Unidade de medida	 Saldo do sistema 	1ª CONT.	2ª CONT.	3ª CONT.	Posição final Inventariada	Diferença	Custo MÉDIO unitário (base out.) 	Diferença em R$	Total em R$						
2	B-02-07-4B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-07-4B4729			 4.015,20   		
2	B-02-08-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-02-08-1A4560			 2.705,00   		
2	B-02-08-2A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-08-2A5059			 8.174,40   		
2	B-02-08-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-08-2B5059			 8.174,40   		
2	B-02-08-3A	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-08-3A4972			 8.100,00   		
2	B-02-08-3B	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-08-3B4972			 8.100,00   		
2	B-02-08-4A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-02-08-4A4560			 2.705,00   		
2	B-02-08-4B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-02-08-4B4560			 2.705,00   		
2	B-02-09-1A	4975	ISOLADOR DE PORCELANA PINO MONOCORPO 15kV N95/3 MARROM ESCURO	UND  	453	453			453	0	 R$ 1,70 	 R$ -   	 R$ 770,10 	B-02-09-1A4975			 770,10   		
2	B-02-09-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	34	34			34	0	 R$ 71,70 	 R$ -   	 R$ 2.437,80 	B-02-09-1B4729			 2.437,80   		
2	B-02-09-2A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-02-09-2A3759			 5.614,80   		
2	B-02-09-2B	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-02-09-2B3759			 5.614,80   		
2	B-02-09-3A	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-09-3A4972			 8.100,00   		
2	B-02-09-3B	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-09-3B4972			 8.100,00   		
2	B-02-09-4B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-02-09-4B4560			 2.705,00   		
2	B-03-01-1A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-03-01-1A4977			 984,00   		
2	B-03-01-2A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-01-2A3759			 5.614,80   		
2	B-03-01-3A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-01-3A5059			 8.174,40   		
2	B-03-01-4A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-01-4A5059			 8.174,40   		
2	B-03-02-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	21	21			21	0	 R$ 135,25 	 R$ -   	 R$ 2.840,25 	B-03-02-1A4560			 2.840,25   		
2	B-03-02-1B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-03-02-1B4560			 2.705,00   		
2	B-03-02-2A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-02-2A3759			 5.614,80   		
2	B-03-02-2B	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-02-2B3759			 5.614,80   		
2	B-03-02-3A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-02-3A5059			 8.174,40   		
2	B-03-02-3B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-02-3B5059			 8.174,40   		
2	B-03-02-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-02-4A4729			 4.015,20   		
2	B-03-02-4B	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-02-4B3715			 6.046,56   		
2	B-03-03-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-03-03-1A4560			 2.705,00   		
2	B-03-03-1B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-03-03-1B4560			 2.705,00   		
2	B-03-03-2A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-03-2A3759			 5.614,80   		
2	B-03-03-2B	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-03-2B3759			 5.614,80   		
2	B-03-03-3A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-03-3A5059			 8.174,40   		
2	B-03-03-3B	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-03-3B3759			 5.614,80   		
2	B-03-03-4A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-03-03-4A4560			 2.705,00   		
2	B-03-03-4B	4558	CHAVE FUSÍVEL 15kV/200A, C/SUPORTE, CARTUCHO CINZA	UND  	80	80			80	0	 R$ 73,02 	 R$ -   	 R$ 5.841,60 	B-03-03-4B4558			 5.841,60   		
2	B-03-04-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-03-04-1A4560			 2.705,00   		
2	B-03-04-1B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	24	24			24	0	 R$ 135,25 	 R$ -   	 R$ 3.246,00 	B-03-04-1B4560			 3.246,00   		
2	B-03-04-2A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-04-2A5059			 8.174,40   		
2	B-03-04-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-04-2B5059			 8.174,40   		
2	B-03-04-3A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-04-3A3759			 5.614,80   		
2	B-03-04-3B	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-04-3B3759			 5.614,80   		
2	B-03-04-4A	4558	CHAVE FUSÍVEL 15kV/200A, C/SUPORTE, CARTUCHO CINZA	UND  	16	16			16	0	 R$ 73,02 	 R$ -   	 R$ 1.168,32 	B-03-04-4A4558			 1.168,32   		
2	B-03-04-4B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	50	56		56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-04-4B4729			 4.015,20   		
2	B-03-05-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-05-1A4729			 4.015,20   		
2	B-03-05-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-05-1B4729			 4.015,20   		
2	B-03-05-2A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-05-2A5059			 8.174,40   		
2	B-03-05-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-05-2B5059			 8.174,40   		
2	B-03-05-3A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-05-3A3759			 5.614,80   		
2	B-03-05-3B	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-05-3B3759			 5.614,80   		
2	B-03-05-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	84	84			84	0	 R$ 71,70 	 R$ -   	 R$ 6.022,80 	B-03-05-4A4729			 6.022,80   		
2	B-03-05-4B	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-05-4B3715			 6.046,56   		
2	B-03-06-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-06-1A4729			 4.015,20   		
2	B-03-06-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-06-1B4729			 4.015,20   		
2	B-03-06-2A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-06-2A5059			 8.174,40   		
2	B-03-06-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-06-2B5059			 8.174,40   		
2	B-03-06-3A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-03-06-3A3759			 5.614,80   		
2	B-03-06-3B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-06-3B5059			 8.174,40   		
2	B-03-06-4A	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-06-4A3715			 6.046,56   		
2	B-03-06-4B	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-06-4B3715			 6.046,56   		
2	B-03-07-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-07-1A4729			 4.015,20   		
2	B-03-07-1B	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	730	730			730	0	 R$ 24,92 	 R$ -   	 R$ 18.191,60 	B-03-07-1B5068			 18.191,60   		
2	B-03-07-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-07-2A4729			 4.015,20   		
2	B-03-07-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-07-2B4729			 4.015,20   		
2	B-03-07-3A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-07-3A5059			 8.174,40   		
2	B-03-07-3B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-07-3B5059			 8.174,40   		
2	B-03-07-4A	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-07-4A3715			 6.046,56   		
2	B-03-07-4B	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-07-4B3715			 6.046,56   		
2	B-03-08-1A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-03-08-1A5068			 17.942,40   		
2	B-03-08-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-08-1B4729			 4.015,20   		
2	B-03-08-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-08-2A4729			 4.015,20   		
2	B-03-08-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-08-2B4729			 4.015,20   		
2	B-03-08-3A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-08-3A5059			 8.174,40   		
2	B-03-08-3B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-08-3B5059			 8.174,40   		
2	B-03-08-4A	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-08-4A3715			 6.046,56   		
2	B-03-08-4B	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-08-4B3715			 6.046,56   		
2	B-03-09-1A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-03-09-1A5068			 17.942,40   		
2	B-03-09-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-03-09-1B4729			 4.015,20   		
2	B-03-09-2A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-03-09-2A4560			 2.705,00   		
2	B-03-09-2B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	18	18			18	0	 R$ 135,25 	 R$ -   	 R$ 2.434,50 	B-03-09-2B4560			 2.434,50   		
2	B-03-09-3A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-09-3A5059			 8.174,40   		
2	B-03-09-3B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-03-09-3B5059			 8.174,40   		
2	B-03-09-4A	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-09-4A3715			 6.046,56   		
2	B-03-09-4B	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	72	72			72	0	 R$ 83,98 	 R$ -   	 R$ 6.046,56 	B-03-09-4B3715			 6.046,56   		
2	B-04-01-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-01-1A4560			 2.705,00   		
2	B-04-01-2A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	120	120			120	0	 R$ 46,79 	 R$ -   	 R$ 5.614,80 	B-04-01-2A3759			 5.614,80   		
2	B-04-01-3A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-01-3A4560			 2.705,00   		
2	B-04-01-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-01-4A4729			 4.015,20   		
2	B-04-02-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-1A4729			 4.015,20   		
2	B-04-02-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-1B4729			 4.015,20   		
2	B-04-02-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-2A4729			 4.015,20   		
2	B-04-02-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-2B4729			 4.015,20   		
2	B-04-02-3A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-3A4729			 4.015,20   		
2	B-04-02-3B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-3B4729			 4.015,20   		
2	B-04-02-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-4A4729			 4.015,20   		
2	B-04-02-4B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-02-4B4729			 4.015,20   		
2	B-04-03-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-03-1A4560			 2.705,00   		
2	B-04-03-1B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-03-1B4560			 2.705,00   		
2	B-04-03-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-03-2A4729			 4.015,20   		
2	B-04-03-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-03-2B4729			 4.015,20   		
2	B-04-03-3A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-03-3A4560			 2.705,00   		
2	B-04-03-3B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-03-3B4560			 2.705,00   		
2	B-04-03-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-03-4A4729			 4.015,20   		
2	B-04-03-4B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-03-4B4729			 4.015,20   		
2	B-04-04-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-04-1A4560			 2.705,00   		
2	B-04-04-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-04-1B4729			 4.015,20   		
2	B-04-04-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-04-2A4729			 4.015,20   		
2	B-04-04-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-04-2B4729			 4.015,20   		
2	B-04-04-3A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-04-3A4729			 4.015,20   		
2	B-04-04-3B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-04-3B4560			 2.705,00   		
2	B-04-04-4A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-04-4A5059			 8.174,40   		
2	B-04-04-4B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-04-4B5059			 8.174,40   		
2	B-04-05-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-05-1A4729			 4.015,20   		
2	B-04-05-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-05-1B4729			 4.015,20   		
2	B-04-05-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-05-2A4729			 4.015,20   		
