Material	Descrição do item	Código NCM	Preço R$
10016	FITA ISOLANTE ADESIVA PVC PR 19MM 9KV	3919.10.20	R$ 0,00
10325	FITA ISOLANTE AUTO FUSÃO 23br 3M - 19mm X 2m	3919.10.00	R$ 5,87
3846	FITA ISOLANTE ELÉTRICA AT-0,76MM-19MM X 10M (AUTO FUSÃO)	3919.10.00	R$ 12,58
3845	FITA ISOLANTE PVC 0.18 X 19MM X 20M NBR60454-3-1- PRETA	3919.10.00	R$ 4,80
9326	FITA MAGNÉTICA P/ ROTA DE FUGA	3923.50.00	R$ 30,00
6469	FITA NYLON PARA IMPRESSORA MATRICIAL LX350L	9612.10.19	R$ 13,95
9693	FITA P/ CARRETILHA DUPLA AÇÃO S/ OLHAL 1.20 OU 1.50 M	3923.40.00	R$ 43,70
9914	FITA PARA DEMARCAÇÃO DE PISO AMARELA	3919.10.20	R$ 17,90
3972	FITA PET P/EMBALAGEM 19MM X 1.10MM X 910M VIRGEM	3920.20.19	R$ 78,00
4824	FITA POLIESTER P/EMBALAGEM 16MM X 0.8MM	3920.20.19	R$ 62,00
4546	FITA POLIÉSTER RIBBON C/ENTINTAMENTO RESINA 110X450 METROS	8443.91.99	R$ 92,53
4503	FITA POLIÉSTER RIBBON DE RESINA PURA COR PRETO 110MX74MM	9612.10.90	R$ 28,86
3602	FITA REFLET P/ SINALIZ OU ISOLAM DE AREA	3919.90.00	R$ 43,76
7116	FITA REFLET P/ SINALIZ OU ISOLAM DE AREA-ENEL	3918.90.00	R$ 43,76
9184	FITA REFLETIVA DE SINALIZAÇÃO LARANJA C/ CARRETILHA	3923.40.00	R$ 95,00
8203	FITA REFLETIVA PARA BAÚ	3919.90.00	R$ 0,00
7966	FITA REFLETIVA PARA CAPACETE	3919.90.00	R$ 15,00
9411	FITA SLIM 1,20 AMARELA	5607.90.90	R$ 0,00
10557	FITA SLING AMARELA 1,20M	5607.90.90	R$ 38,00
9417	FITA TUBULAR 1 METRO	5607.90.90	R$ 34,00
4833	FITA VEDA ROSCA	3920.99.90	R$ 0,00
4841	FITA ZEBRADA AMARELA/PRETA 70MM P/200M-EPC	3919.10.90	R$ 11,97
5154	FITILHO DE AMARRAÇÃO 10MM	5806.39.00	R$ 14,77
8704	FIVELA 10/13MM - PCT	3920.20.90	R$ 184,99
10553	FIXADOR ADES BASE PA INCOL 25 X 32MM LKCS/A	3926.90.90	R$ 0,75
10547	FIXADOR ADES BASE PA INCOL 25X32MM LKCS/A	3926.90.90	R$ 0,75
11134	FIXADOR ADES BASE PA INCOL 25X32MM LKCS/A	3926.90.90	R$ 0,00
4471	FIXADOR P/FIOS E CABOS	8544.49.00	R$ 0,30
8737	FLANELA G - BRANCA	6307.10.00	R$ 2,00
7082	FLANELA P/ LIMPEZA 28X28CM	6307.10.00	R$ 1,15
10088	FLUÍDO DE FREIO DOT 4 - 500ML	3819.00.00	R$ 26,90
10350	FLUKE 324 ALICATE AMPERIMETRO ,MODELO 324,RANGE 40	9030.32.00	R$ 0,00
10351	FLUKE-325 ALICATE AMPERIMETRO	8205.59.00	R$ 0,00
4895	FOICE P/MATO TAMANHO 35X280X95MM	8201.90.00	R$ 28,00
11269	FOLHA DE EVA 2.00 M x 1,00 M X 0,10mm PRETO	3921.19.00	R$ 0,00
11263	FOLHA DE EVA 2.00 M x 1,00 M X 0,2	3921.19.00	R$ 0,00
9912	FOLHA IMÃ ADESIVA A4	8505.19.90	R$ 6,00
10155	FONTE ADAPTADORA 12V 01A	8504.40.21	R$ 0,00
8544	FONTE CHAVEADA COLMEIA 75W 12V-5A	8504.40.10	R$ 67,65
7089	FONTE DE ALIMENTAÇÃO ATX 12V 200 Watts	8504.40.21	R$ 87,00
8917	FONTE DE ALIMENTAÇÃO ATX REAL BLUECASE 500W	8504.40.90	R$ 149,90
4110	FONTE DE ALIMENTAÇÃO CHAVEADA 24V/2,5A 60W	8504.40.90	R$ 0,00
8644	FONTE DE ALIMENTACAO ININTERRUPTA	8504.40.40	R$ 290,22
9317	FONTE DE POTENCIA XVCCC PS	9030.89.90	R$ 49.870,00
10486	FONTE E CARREGADOR TEMPORIZADO 1A C/	8504.40.40	R$ 113,48
6578	FONTE P/ COMPUTADOR HP ALL-IN ONE	8504.40.90	R$ 0,00
9115	FORCADO DE AJUSTE DUPLO	7308.40.00	R$ 67,20
10268	FORKAMPERIMETRO CLASSE IV HDF100 C/ SUPORTE FORK	8530.10.90	R$ 1.350,00
9894	FORMÃO ISOLADO	8205.59.00	R$ 35,00
8202	FORMIGAS	4901.99.00	R$ 5,11
10379	FRAGMENTADORA PAPEL S601 6 FOL. EM TIRAS c/ CESTO 110v	8472.90.99	R$ 320,00
9323	FREIO ABS	8205.59.00	R$ 150,00
3675	FREIO OITO EM DURALUMINIO P/ RESGATE EM 35KN	7616.99.00	R$ 0,00
9165	FRISOTETO	3926.30.00	R$ 0,00
8709	FUNIL GRANDE	3924.10.00	R$ 0,00
9517	FURADEIRA DE BANCADA FBM 160-I MOTOMIL	8467.29.92	R$ 930,00
9496	FURADEIRA DE IMPACTO 1/2 127V REF HP 1640L MAKITA	8467.29.92	R$ 570,00
7349	FURADEIRA E PARAFUSADEIRA A BATERIA	8467.29.92	R$ 0,00
10328	FURADEIRA PARAFUSADEIRA IMPACTO 1/2” 20V 2 DEWALT DCD776C2 BR BIVOLT	8467.29.92	R$ 1.127,67
9887	FURADEIRA PFV 012I VONDER C/ AJUSTE DE TORQUE	8467.29.92	R$ 580,00
6056	FURADEIRA/ PARAFUSADEIRA DEWALT	8467.29.92	R$ 1.100,00
4896	FUSÍVEL	8535.10.00	R$ 160,00
8046	FUSÍVEL DE LÂMINA 20A	8536.10.00	R$ 0,00
8045	FUSÍVEL DE VIDRO 3,15 A 230/250 VCA M205	8536.10.00	R$ 0,00
6655	FUSIVEL DE VIDRO 7A	8536.10.00	R$ 0,50
9751	FUSIVEL DE VIDRO AG20/ 5X20mm - 2A	8536.10.00	R$ 1,60
8139	FUSIVEL DE VIDRO PEQUENO 3,15A	8536.10.00	R$ 0,69
8138	FUSIVEL DE VIDRO PEQUENO 6A	8536.10.00	R$ 0,27
8044	FUSÍVEL NH	8536.10.00	R$ 0,00
8140	FUSIVEL P/ CARRO 20A PQ	8536.10.00	R$ 0,55
10365	FW LICENÇA DE USO TA-21 EV REVIEW EA-8.9	9999.99.99	R$ 1.200,00
10291	GALAO DE AGUA 20 LITROS	7010.90.11	R$ 33,00
8574	GALAO DE COMBUSTIVEL SEAFLO 5L VERMELHO C/ BICO P/ CONTROLE	3923.30.00	R$ 128,00
9654	GANCHO 7,5 TON COM TRAVA - MUNCK	7318.13.00	R$ 0,00
10338	GANCHO DE ANCORAGEM TIPO 2	7318.13.00	R$ 0,00
9900	GANCHO DE ANCORAGEM TIPO I	7318.13.00	R$ 110,00
4832	GANCHO FECHADO C/BUCHA S8	7318.13.00	R$ 0,68
9736	GANCHO ISOLADO PARA SACOLA DE FERRAMENTAS	7326.90.90	R$ 45,00
10383	GANCHO PARA CARRETILHA	7318.13.00	R$ 45,00
9368	GANCHO TIPO II	7318.13.00	R$ 95,00
6746	GARRA JACARÉ P/ FIO 4MM - PRETO	9030.90.90	R$ 27,00
6761	GARRA JACARÉ P/ FIO 4MM - VERMELHO	9030.90.90	R$ 27,00
9491	GARRA NEGATIVA 300 AMP	7307.23.00	R$ 30,00
9347	GARRAFA DE TINTA PRETO EPSON 673 CÓD. T673120-AL	8443.99.33	R$ 74,90
5932	GARRAFA PLÁSTICA 500ML - SQUEEZE	3924.90.00	R$ 0,00
8054	GARRAFA TERMICA 1000ML	9617.00.10	R$ 34,80
9756	GARRAFA TÉRMICA 5LTS	9617.00.10	R$ 35,00
3603	GARRAFÃO TÉRMICO P/ ÁGUA, CAP. 12 LITROS	3925.90.90	R$ 0,00
5496	GARRAFÃO TÉRMICO PARA ÁGUA CAPACIDADE 5L	9617.00.10	R$ 34,20
8957	GARRINHA JACARÉ 28MM AMARELA	9030.90.90	R$ 0,00
8959	GARRINHA JACARÉ 28MM AZUL	9030.90.90	R$ 0,00
8956	GARRINHA JACARÉ 28MM PRETA	9030.90.90	R$ 2,50
8958	GARRINHA JACARÉ 28MM VERMELHA	9030.90.90	R$ 0,00
8428	GAVETEIRO 3 PORTAS	9403.30.00	R$ 138,00
10245	GAVETEIRO C/ 2 GAVETAS PARA MESA	9403.30.00	R$ 116,15
8797	GELO BAIANO 1M COMPR. X 20CM BASE X 20CM ALTURA	6810.91.00	R$ 70,00
8549	GELO BAIANO EM CONCRETO - B.30cm X T.20cm X H.30cm X C.100cm	6810.19.00	R$ 0,00
9249	GERADOR BUFFALO A GAS. 4T 2500W	8501.31.20	R$ 2.730,00
7518	GIROFLEX LUZ DE EMERGÊNCIA 12V C/ IMÃ SINALIZADOR	8512.20.29	R$ 102,00
10014	GPS GARMIN ETREX 10X	8526.91.00	R$ 1.290,00
5644	GPS GARMIN NUVI	8526.91.00	R$ 0,00
7111	GPS MULTILASER TRACKER III GP034	8526.91.00	R$ 312,90
9915	GRAFITE 0.5 C/12 UNIDADES	9609.20.00	R$ 1,50
4021	GRAFITE 0.7MM 2B	9609.90.00	R$ 1,19
9077	GRAMPEADOR	8472.90.40	R$ 21,80
8209	GRAMPEADOR DE PRESSÃO	8472.90.40	R$ 30,90
4007	GRAMPEADOR METAL PARA FOLHAS 26/6	8472.90.40	R$ 64,51
9054	GRAMPO 106/6	8308.10.00	R$ 16,20
10628	GRAMPO 106/8	8308.10.00	R$ 0,00
9055	GRAMPO 23/10	8305.20.00	R$ 5,90
8850	GRAMPO ATERRAMENTO 5/8" TH-58	8535.90.00	R$ 4,14
4937	GRAMPO ATERRAMENTO REF.PM-0085 R4	7317.00.20	R$ 60,90
7236	GRAMPO P/GRAMPEADOR 23/13 CX C/1000 UNID.-GALVANIZADO	8305.20.00	R$ 4,73
3894	GRAMPO P/GRAMPEADOR 26/06 CX C/1000 UNIDADES	8305.20.00	R$ 6,50
7008	GRAMPO P/GRAMPEADOR 26/06 CX C/5000 UNID.-COBREADOS	9018.90.95	R$ 6,00
4288	GRAMPO P/GRAMPEADOR 26/06 CX C/5000 UNID.-GALVANIZADO	8305.20.00	R$ 4,65
4006	GRAMPO PLÁSTICO PARA PASTA SUSPENSA	3926.90.90	R$ 0,13
9070	Grampo Rocama	8308.10.00	R$ 0,00
8546	GRAVADOR DIGITAL DE IMAGEM MHDX 1008 C/ HD 1TB MANAUS	8521.90.10	R$ 1.326,58
9716	GRAXA 20KG	2710.19.32	R$ 378,45
9129	GUARDA CORPO 2.05M P/ ANDAIME FECHA	7308.40.00	R$ 132,80
8300	GUARDA PÓ 3/4 MANGAS CURTAS G	6205.20.00	R$ 43,00
8310	GUARDA PÓ 3/4 MANGAS CURTAS GG	6205.20.00	R$ 43,00
8311	GUARDA PÓ 3/4 MANGAS CURTAS M	6205.20.00	R$ 43,00
8312	GUARDA PÓ 3/4 MANGAS CURTAS P	6205.20.00	R$ 43,00
4419	GUARDA PÓ EM BRIM LEVE BRANCA TAM.G UNIF	6205.20.00	R$ 38,38
4420	GUARDA PÓ EM BRIM LEVE BRANCA TAM.GG UNIF	6205.20.00	R$ 24,50
4421	GUARDA PÓ EM BRIM LEVE BRANCA TAM.M UNIF	6205.20.00	R$ 41,30
3695	GUARDA PÓ EM BRIM LEVE BRANCA TAM.P UNIF	6205.20.00	R$ 38,38
4422	GUARDA PÓ EM BRIM LEVE BRANCA TAM.XG UNIF	6205.20.00	R$ 22,50
5500	GUIA PASSA FIO	9999.99.99	R$ 0,00
9528	GUINCHO HIDRAULICO 2 TON	8425.42.00	R$ 1.750,00
8849	HASTE DE ATERRAMENTO AC 5/8"X3M IH-1058AC	7326.90.90	R$ 114,39
8331	HASTE DE TERRA COBREADA TIPO COPPERWELD 5/8"x3m	7326.90.90	R$ 0,00
9232	HD 4TB PURPLE	8471.70.12	R$ 824,81
9999	HD 5400rpm CACHE 2.5“ SATA 6.0Gb / S P/ NOTEBOOK 1 TB	8471.70.12	R$ 385,00
8891	HD EXTERNO 1TB SEAGATE	8471.70.12	R$ 419,00
5603	HD EXTERNO 500 GB	8471.70.12	R$ 349,00
5466	HD EXTERNO PORTATIL 1TB USB 3.0	8471.70.12	R$ 399,00
9984	HD INTERNO LAPTOP THIN HDP 500GB SEAGATE	8471.70.12	R$ 246,50
7090	HD INTERNO SATA WESTERN DIGITAL 500GB	8471.70.12	R$ 199,98
9878	HD interno seagate 2TB SATA III (ST2000DM008)	8471.70.12	R$ 475,16
9621	HD SATA 2.5 500GB 5400 RPM	8471.70.12	R$ 210,00
7907	HD SATA DE 1TB	8471.70.12	R$ 611,00
8864	HD SEAGATE BARRACUDA 1TB 3.5 SATA ST1000DM010	8471.70.12	R$ 399,90
8832	HD SEAGATE ST500VT000 500GB 16MB CACHE SATA 6GB / S 2.5"	8471.70.12	R$ 270,00
8863	HD WD BLUE 1TB 3.5 SATA WD10EZEX	8471.70.12	R$ 0,00
8160	HEAD SET INTELBRAS THS 55 USB	8518.30.00	R$ 349,00
8624	HIPOCLORITO 1% 5LT CORDEX	2828.90.19	R$ 6,70
8650	HIPOCLORITO 2% 5LT	2828.90.19	R$ 11,10
10241	HIPOT 40 KV 5 MA DC, SERIE IN 902062-15775	8203.20.10	R$ 0,00
9139	HUB - USB	8517.62.54	R$ 0,00
8491	HYDRONORTH ESMALTE SINTETICO ALTO BR CINZA MEDIO 3,6L	3208.90.10	R$ 72,00
9711	ICC DISPOSIITIVO IÇAMENTO CORDA LINHA VIDA POSTES KIT 3 PEÇAS	5607.90.90	R$ 71,15
11182	IEC FEMEA ANGULAR SOLDA 0.4/2.5	8529.90.19	R$ 0,00
10513	IEC FEMEA ANGULAR SOLDA 0.4/2.5	8529.90.19	R$ 7,00
10523	IEC FEMEA ANGULAR SOLDA 0.4/2.5	8529.90.19	R$ 7,00
10524	IEC MACHO ANGULAR SOLDA 0.4/2.5	8529.90.19	R$ 6,90
10514	IEC MACHO ANGULAR SOLDA 0.4/2.5	8529.90.19	R$ 6,90
11183	IEC MACHO ANGULAR SOLDA 0.4/2.5	8529.90.19	R$ 0,00
9011	IMA DO SENSOR DE PORTA INVISIVEL	8536.41.00	R$ 69,43
9012	IMA DO SENSOR DE VIOLAÇÃO DO PAINEL	8536.41.00	R$ 18,11
8969	IMOBILIZADOR DE CABEÇA ADULTO	9021.10.20	R$ 94,60
7404	IMOBILIZADOR DE CABEÇA RESGATE - AJUSTÁVEL	9021.10.10	R$ 0,00
8121	IMPRESSORA	8443.99.90	R$ 150,00
10318	INCLINOMETRO BASE MAGNETICA TOZZ	9014.20.30	R$ 21,88
8919	INDICADOR DE PRESSÃO 1,0 MPa	9026.20.10	R$ 10,00
6497	INDUTOR 33MH L5	8504.50.00	R$ 0,00
9306	INSETICIDA SBP	3808.91.19	R$ 10,90
6353	INTERFACE DE COMUNICAÇÃO PLC PRO 16 MODEL I	8473.30.99	R$ 0,00
5050	INTERFACE DE COMUNICAÇÃO PLC PRO 16 MODEL III	8473.30.99	R$ 0,00
6140	INTERFONE	8517.18.10	R$ 0,00
4869	INTERRUPTOR 2 SEÇÕES DE 4X2	8536.50.90	R$ 0,00
8861	INTERRUPTOR DIFERENCIAL 2P 40A 30mA SDR24030	8536.20.00	R$ 82,07
9960	INTERRUPTOR PORTÁTIL LOAD BUSTER 15 kV	8535.10.00	R$ 0,00
8253	INTERRUPTOR SIMPLES	8536.50.90	R$ 4,36
4868	INTERRUPTOR SIMPLES	8536.50.90	R$ 0,00
7350	INVERSOR VEICULAR 1000W CONVERSOR TRANSFORMADOR 12V 110V	8504.31.11	R$ 181,00
9860	ION 8600	9030.84.90	R$ 0,00
7947	ION 8650A	9030.39.90	R$ 5.636,53
6126	ION CODI	9030.39.90	R$ 0,00
8432	ION7650	9030.84.90	R$ 0,00
8217	ION8650C ALIMENTACAO AUX 160 A 277VAC 200 A 350VDC;	9030.39.90	R$ 0,00
9026	ION8650C ALIMENTACAO AUX A 277VAC 200 A 350VDC	9030.39.90	R$ 0,00
3723	ISOLADOR DE PORCELANA CASTANHA 54-1-1	8546.20.00	R$ 1,18
4574	ISOLADOR DE PORCELANA DISCO ANSI 52-1 - 165x140mm	8546.20.00	R$ 9,77
4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	8546.20.00	R$ 4,10
3693	ISOLADOR DE PORCELANA PINO MONOCORPO 15 KV N95/3  MARROM CLARO	8546.20.00	R$ 1,70
4975	ISOLADOR DE PORCELANA PINO MONOCORPO 15kV N95/3 MARROM ESCURO	8546.20.00	R$ 1,70
4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	8546.20.00	R$ 16,50
3726	ISOLADOR DE PORCELANA ROLDANA ANSI 53-2	8546.20.00	R$ 0,55
7394	ISOLADOR FENOLITE AT, 49X25X11MM (MESA NANSEN)	3926.90.69	R$ 0,00
8390	ITEM GENERICO PARA CONSERTO/REPARO	9026.90.10	R$ 0,00
10409	JALECO ANTIESTÁTICO TAM. G	6114.90.90	R$ 54,93
10410	JALECO ANTIESTÁTICO TAM. GG	6114.90.90	R$ 54,93
10377	JALECO ANTIESTÁTICO TAM. M	6114.90.90	R$ 54,93
4434	JALECO CONFECCIONADO EM TECIDO CINZA TAM.G	6205.20.00	R$ 21,90
4435	JALECO CONFECCIONADO EM TECIDO CINZA TAM.GG	6205.20.00	R$ 21,90
4436	JALECO CONFECCIONADO EM TECIDO CINZA TAM.M	6205.20.00	R$ 21,90
3696	JALECO CONFECCIONADO EM TECIDO CINZA TAM.P	6205.20.00	R$ 12,96
4364	JALECO CONFECCIONADO EM TECIDO CINZA TAM.XG	6205.20.00	R$ 21,90
7052	JALECO P/ VISITANTE COR CINZA TAM.G	6205.20.00	R$ 0,00
7051	JALECO P/ VISITANTE COR CINZA TAM.M	6205.20.00	R$ 0,00
7050	JALECO P/ VISITANTE COR CINZA TAM.P	6205.20.00	R$ 0,00
8899	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. G	6205.20.00	R$ 340,00
8900	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. GG	6205.20.00	R$ 340,00
8898	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. M	6205.20.00	R$ 340,00
8897	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. P	6205.20.00	R$ 215,00
8901	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. XG	6205.20.00	R$ 0,00
10170	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. XXG	6205.20.00	R$ 0,00
10171	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. XXXG	6205.20.00	R$ 0,00
9574	JG BITS PHILLIPS PH2 70mm C/ ENCAIXE 1/4 Pol. GROSS-11378	8207.90.00	R$ 0,00
9162	JG TAPETE CONSTELLATION PVC	4016.99.90	R$ 0,00
9471	JOGO 4 PÇ ALICATE P/ ANEIS INT E EXT CURVO E RETO 7"	8203.20.10	R$ 140,00
9475	JOGO CHAVE FENDA S/ 4 PÇ - 3/6, 1/4, 5/16 E 3/8	8204.11.00	R$ 45,90
9476	JOGO CHAVE PHILLPS S/ 4 PÇ - 3/6, 1/4, 5/16 E 3/9	8204.11.00	R$ 59,00
9461	JOGO CINTA SACA FILTRO C/ 5 PÇS 652MM A 102MM	8205.59.00	R$ 310,00
9497	JOGO DE BROCAS A/RAP 1,5 A 13MM C/ 25 PÇS	8207.50.11	R$ 569,00
5513	JOGO DE CHAVE ALLEN 9 PEÇAS 1.5mm A 10mm	8205.59.00	R$ 40,45
9455	JOGO DE CHAVE ALLEN LGA 1,5 A 14MM	8205.59.00	R$ 7,70
9462	JOGO DE CHAVE ALLEN LGA 1/8 A 9/16	8205.59.00	R$ 80,00
9527	JOGO DE CHAVE BIELA 8 A 19MM	8204.11.00	R$ 360,00
9501	JOGO DE CHAVE CANHAO DE 3 A 14MM	8204.11.00	R$ 269,00
9819	JOGO DE CHAVE COMBINADA 16 / 17 / 18 / 19 / 5/16	8205.40.00	R$ 64,70
9453	JOGO DE CHAVES COMBINADAS 6 A 32MM C/ 26 PÇS	8204.11.00	R$ 835,00
9526	JOGO DE CHAVES COMBINADAS C/ CATRACA 8 A 24MM	8204.11.00	R$ 575,00
6057	JOGO DE CHAVES COMBINADAS COM CATRACA	8204.11.00	R$ 0,00
6058	JOGO DE CHAVES E SOQUETES SEXTAVADOS 120 PEÇAS	8204.20.00	R$ 0,00
9454	JOGO DE CHAVES ESTRELA 6 A 32MM C/ 26 PÇS	8204.11.00	R$ 399,00
9931	JOGO DE CHAVES FENDA E PHILLIPS 6 PÇS ISOLADAS	8204.11.00	R$ 0,00
9458	JOGO DE CHAVES FIXAS 6 A 32MM	8204.11.00	R$ 309,00
9485	JOGO DE CHAVES TORX T10 A T50	8205.40.00	R$ 95,00
9468	JOGO DE FERRAMENTAS P/ TROCAR VOLANTE	8207.90.00	R$ 684,00
10255	JOGO DE SOQUETE SEXTAVADO 1/4" 5 PEÇAS 6,8,10,12,13mm	8204.20.00	R$ 0,00
10324	JOGO DE SOQUETES 1/2 POL. COM 22 PEÇAS 8 a 22mm	8204.11.00	R$ 315,98
9487	JOGO DE SOQUETES SEXT. DE 8 A 32MM ENC 1/2	8204.11.00	R$ 730,00
9488	JOGO DE SOQUETES SEXT. ENC 3/4 22 A 50MM	8204.11.00	R$ 1.550,00
8972	JOGO DE TALA ARAMADA EM E.V.A COM 04 TAMANHOS	9021.10.20	R$ 0,00
8507	JOGO FERR. SOQUETE VDE 1001; MAL. C/ 12	8205.59.00	R$ 120,00
8505	JOGO FERRAM. VDE 1001; MAL. C/ 38 ITENS	8205.59.00	R$ 200,00
8918	JUGULAR	6507.00.00	R$ 9,27
8762	JUGULAR DE LONA	6507.00.00	R$ 3,90
10134	JUNTA BOMBA AGUA	8484.90.00	R$ 0,00
10136	JUNTA CABEÇOTE	6812.99.10	R$ 0,00
10135	JUNTA ESCAP/COLETO	4823.90.99	R$ 0,00
10137	JUNTA TAMPA DE VALVULA	4016.93.00	R$ 0,00
9489	JUNTA UNIVERSAL DE 1/2	8484.20.00	R$ 95,00
10151	KIT  REPARO DIREÇÃO	4016.93.00	R$ 0,00
9664	KIT 6 X 2 FORTIAR	9032.81.00	R$ 2.250,00
3563	KIT ABAFADOR DE RUÍDOS	3926.90.40	R$ 29,00
8391	KIT ALEGRIA	0207.25.00	R$ 139,00
10448	KIT BARRAMENTO NEUTRO E TERRA 12UL/16DIN 585 ANDALUZ	8544.49.00	R$ 53,64
9148	KIT BASTÃO E CORRENTE PARA SKY 10.4	7315.12.10	R$ 2.900,00
3847	KIT BORNEIRA	8538.90.90	R$ 23,45
3780	KIT CABO 485 12+2  (12 CONECTORES PARA O MÓDULO DE MEDIDA E + 02 CONECTORES P/ O MÓDULO DE CONTROLE)	8544.42.00	R$ 33,86
8085	KIT CAMERA FORTTIS CAMINHÕES	8525.80.29	R$ 3.690,00
8590	KIT CAMERA FORTTIS CARROS LEVES	8525.80.29	R$ 3.890,00
10073	KIT CFTV Dvr 32c INTELBRAS 1132+18 Câmera 1010b+hd3tb 720p	8525.80.19	R$ 0,00
9608	KIT CINTA VULCANIZADA 315MM ESC EXTENSIVA	4017.00.00	R$ 28,75
8843	KIT CIPA INDUSTRIAL COM PRANCHA EM POLIETILENO	9021.10.20	R$ 0,00
7693	KIT COTOVELEIRA/JOELHEIRA REFORÇADA		R$ 240,00
9927	KIT DE ATERRAMENTO DE REDE MULTIPLEXADA	3916.90.90	R$ 0,00
7894	KIT DE BLOQUEIO DE QUADRO ELÉTRICO	3926.90.90	R$ 0,00
11245	KIT DE FIXACAO ESTEIRA TETO 1 PERFIL 450MM HASTE 2 M	7308.20.00	R$ 0,00
10436	KIT DE FIXACAO ESTEIRA TETO 1 PERFIL 450MM HASTE 2M	7308.20.00	R$ 241,50
11248	KIT DE FIXACAO ESTEIRA VERTICAL BASTIDOR	7308.20.00	R$ 0,00
7402	KIT DE TALA P/ IMOBILIZAÇÃO C/ VELCRO (PP/P/M/G)	9021.10.20	R$ 0,00
8819	KIT ELÁSTICO E VELCRO PARA COTOVELEIRA/JOELHEIRA REFORÇADO		R$ 42,00
11250	KIT EST INT PINT 1.1/2X1/4 1X1/ 4 300X 2000MM	7308.20.00	R$ 0,00
10440	KIT EST INT PINT 1.1/2X1/4 1X1/4 - 300 X 2000MM	7308.20.00	R$ 513,45
10441	KIT EST INT PINT 1.1/2X1/4 1X1/4 - 300 X 2000MM	7308.20.00	R$ 367,50
11249	KIT EST INT PINT 1.1/2X1/4 1X1/4 300X300MM	7308.20.00	R$ 0,00
11253	KIT ESTEIRA INT PINT 1.1/ 2X1/ 4 1X1/ 4 500X3000MM	7308.20.00	R$ 0,00
11252	KIT ESTEIRA INT PINT 1.1/ 2X1/4 1X1/ 4 400X3000MM	7308.20.00	R$ 0,00
6561	KIT FITA DIAGRAMA BVDR - TACÓGRAFO/BOBINA	4823.40.00	R$ 50,00
10439	KIT FIXACAO ESTEIRA VERTICAL BASTIDOR (D-144-02)	7308.20.00	R$ 126,00
10378	KIT FROTA C/ LOGO EQUATORIAL C/ 4 ADESIVOS	4911.99.00	R$ 0,00
7883	KIT FROTA NOVO C/ LOGO ENEL C/ 4 ADESIVOS	4911.99.00	R$ 57,90
10594	KIT MATERIAL  INSTALAÇÃO  E INFRAESTRUTURA POR LOCALIDADE	3921.90.90	R$ 275,37
10595	KIT MATERIAL  INSTALAÇÃO  E INFRAESTRUTURA POR LOCALIDADE	3926.90.90	R$ 275,37
10596	KIT MATERIAL  INSTALAÇÃO  E INFRAESTRUTURA POR LOCALIDADE	8537.10.90	R$ 275,37
10597	KIT MATERIAL  INSTALAÇÃO  E INFRAESTRUTURA POR LOCALIDADE	8544.70.90	R$ 275,37
10598	KIT MATERIAL INSTALAÇÃO E INFRAESTRUTURA POR LOCALIDADE	8544.70.10	R$ 275,37
9589	KIT MOUSE E TECLADO USB SEM FIO	8471.60.53	R$ 140,00
9335	KIT NATALINO AFETO - PERDIGÃO	0207.24.00	R$ 0,00
9334	KIT NATALINO UNIÃO - PERDIGÃO	0207.24.00	R$ 0,00
3959	KIT P/ FROTA C/ LOGO AMPLA E 04 ADESIVOS	3506.91.90	R$ 0,00
7334	KIT P/ FROTA C/ LOGO ENEL C/ 05 ADESIVOS	4911.99.00	R$ 39,99
11217	KIT PIGTAILL SM SC/APC	8544.70.10	R$ 0,00
10367	KIT PINCEL P/ QUADRO BRANCO C/4 CORES	9608.20.00	R$ 28,00
9057	KIT PORTA OBJETOS	3924.10.00	R$ 10,00
10031	KIT PRIMEIROS SOCORROS - BÁSICO	3006.50.00	R$ 79,00
9254	KIT RODOAR- CARRETA E CAVALO MECANICO	9032.89.90	R$ 900,00
9159	KIT RODOAR CONSTELLATION 3X2	9032.81.00	R$ 0,00
9431	KIT RODOAR PARA CAMINHÃO TOCO 2 X 2	9026.20.90	R$ 1.000,00
9609	KIT SAPATA DIREITA PARA ESC FIBRA	4017.00.00	R$ 11,04
9610	KIT SAPATA ESQUERDA PARA ESC FIBRA	4017.00.00	R$ 11,04
10442	KIT TERM EST/PAR C/ CANT (D127-01)	7308.20.00	R$ 45,15
7676	KIT TRIPÉ	9620.00.00	R$ 1.790,00
9624	KIT YOUTUBER 2 SOFTBOX 50 x 70 E27 LUZ C/ 2 TRIPÉS 2M	9620.00.00	R$ 689,00
6793	LÃ DE AÇO (BOMBRIL)	7323.10.00	R$ 1,37
8680	LABORATORIO E INSTRUMENTACAO / INSTRUMENTOS DE MEDICAO ELETRICA E ELETRONICA / MEDIDOR ELETRONICO MO	9026.10.11	R$ 0,00
